gene,value
PMM2,-1.3638046979904175
PNKP,0.8231678009033203
PNP,0.4773343801498413
POLB,-0.13188466429710388
POLD4,0.10331469774246216
POLE2,1.1326844692230225
POLG2,0.08439483493566513
POLR1C,-0.21470658481121063
POLR2I,0.06841409206390381
POLR2K,-0.49868878722190857
POP4,-0.32879823446273804
PPARD,-0.2304536998271942
PPARG,-0.7837080955505371
PPIC,0.7987108826637268
PPIE,0.6665269136428833
PPOX,-0.7651277780532837
PPP1R13B,-0.3827667832374573
PPP2R3C,0.6639828085899353
PPP2R5A,-0.12773670256137848
PPP2R5E,-0.3663947582244873
PRAF2,0.1705162227153778
PRCP,0.04087197780609131
PRKACA,-0.44582244753837585
PRKAG2,-0.011775076389312744
PRKCD,0.07728559523820877
PRKCH,-0.14242231845855713
PRKCQ,-0.6607903242111206
PRKX,-0.3661503195762634
PROS1,0.44638630747795105
PRPF4,-0.09906422346830368
PRR15L,-0.2091490626335144
PRR7,0.2604216933250427
PRSS23,0.30971232056617737
PRUNE,-0.2299976795911789
PSIP1,0.008175581693649292
PSMB10,0.10022148489952087
PSMB8,-1.0271310806274414
PSMD10,0.1320556104183197
PSMD2,0.7541326880455017
PSMD4,0.5301839709281921
PSMD9,-0.13823992013931274
PSME1,0.1824135184288025
PSME2,0.3572854995727539
PSMF1,0.12291103601455688
PSMG1,0.22586171329021454
PSRC1,-0.0991949737071991
PTGS2,0.43044257164001465
PTK2,-0.2745993435382843
PTK2B,-0.4600943326950073
PTPN1,0.25784504413604736
PTPN12,0.13099150359630585
PTPN6,0.48503950238227844
PTPRC,-0.5184829235076904
PTPRF,-0.33303073048591614
PTPRK,-0.3967892825603485
PUF60,0.12405522167682648
PWP1,0.2360668182373047
PXMP2,0.4359288513660431
PXN,-0.10722729563713074
PYCR1,0.313790500164032
PYGL,-0.5011316537857056
RAB11FIP2,-0.2379380315542221
RAB21,-0.33979517221450806
RAB27A,-0.5055915713310242
RAB31,0.2992827892303467
RAB4A,-0.16210079193115234
RAC2,0.13342390954494476
